text,label_name
"If we rely on the Kurds in Syria, we lose NATO ally Turkey, which regards Syria's Kurds as collaborators of the PKK in Turkey, which even the U.S. designates a terrorist organization [SEP] Context: orbit of Iran, where would we find allies for such a fight? If we rely on the Kurds in Syria, we lose NATO ally Turkey, which regards Syria's Kurds as collaborators of the PKK in Turkey, which even the U.S. designates a terrorist organization. The decision as to whether this country should engage in n",Appeal_to_fear-prejudice
interventionist Post [SEP] Context: its Sunday editorial the Post instructed the president:The interventionist Post is saying: The situation is intolerable. Confront Assad and,"Name_Calling,Labeling"
"If he crosses, he joins Bush II in the history books [SEP] Context: ow, or fight them later. Trump is being led to the Rubicon. If he crosses, he joins Bush II in the history books. Patrick J. Buchanan needs no introduction to VDARE.COM rea","Bandwagon,Reductio_ad_hitlerum"
"a good strategy was to blame the assassination on a communist because then they could smear anyone who challenged the official story as a communist sympathizer [SEP] Context: onsored assassinations, Latin American regimes were taught, a good strategy was to blame the assassination on a communist because then they could smear anyone who challenged the official story as a communist sympathizer. It would also explain why the CIA was closely monitoring O","Bandwagon,Reductio_ad_hitlerum"
"Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret [SEP] Context: cave. It will end up giving Trump whatever it is he wants. Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret. And once the CIA gives Trump what he wants, he will cave a",Flag-Waving
"no reasonable person can honestly believe [SEP] Context: atever definition that one might put on that nebulous term, no reasonable person can honestly believe that the release of 50-year-old records are going to result","Exaggeration,Minimisation"
"Really? What, like the CIA was using typewriters instead of computers and pay telephones instead of cell phones [SEP] Context: rds will reveal secret “methods” of intelligence gathering. Really? What, like the CIA was using typewriters instead of computers and pay telephones instead of cell phones? What is amazing (or not) is the extreme nonchalance of the",Doubt
the extreme nonchalance [SEP] Context: ephones instead of cell phones? What is amazing (or not) is the extreme nonchalance of the mainstream media to the CIA’s request for continued,"Exaggeration,Minimisation"
"absolutely ludicrous [SEP] Context: s. It’s essentially an admission of guilt, given that it is absolutely ludicrous to think that “national security” would be threatened by th",Loaded_Language
"purported communist [SEP] Context: fortify the persona of Oswald, its intelligence agent, as a purported communist. That would enable the CIA to blame the assassination on a","Name_Calling,Labeling"
"Something dreadful [SEP] Context: xico City, where he visited the Cuban and Soviet embassies. Something dreadful obviously went wrong with that part of the operation becaus",Loaded_Language
"cherished long-secret records [SEP] Context: I’ll give you want you want. Otherwise, I will let all your cherished long-secret records relating to the JFK assassination be shown to the American",Loaded_Language
"Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret [SEP] Context: cave. It will end up giving Trump whatever it is he wants. Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret. And once the CIA gives Trump what he wants, he will cave a",Causal_Oversimplification
"once the CIA gives Trump what he wants, he will cave and give the CIA the continued secrecy it so desperately needs [SEP] Context: see the records it wants to continue to be kept secret. And once the CIA gives Trump what he wants, he will cave and give the CIA the continued secrecy it so desperately needs. All this will happen by this Thursday, the date set by law",Causal_Oversimplification
"the two most important and meaningless words [SEP] Context: the 1990s. The CIA’s ground? “National security” of course, the two most important and meaningless words in the American political lexicon. National security? Reall",Loaded_Language
result in the United States falling into the ocean [SEP] Context: elieve that the release of 50-year-old records are going to result in the United States falling into the ocean or even that the communists are going to take over the fede,"Exaggeration,Minimisation"
the communists are going to take over the federal government [SEP] Context: lt in the United States falling into the ocean or even that the communists are going to take over the federal government. The CIA says that releasing its decades-old JFK records wi,"Exaggeration,Minimisation"
the extreme nonchalance [SEP] Context: ephones instead of cell phones? What is amazing (or not) is the extreme nonchalance of the mainstream media to the CIA’s request for continued,Loaded_Language
"It’s essentially an admission of guilt [SEP] Context: A’s request for continued secrecy. That should be big news. It’s essentially an admission of guilt, given that it is absolutely ludicrous to think that “natio",Causal_Oversimplification
"the mainstream media has never given any serious consideration [SEP] Context: He said he was being framed. Yet, from the very beginning, the mainstream media has never given any serious consideration to the possibility that Oswald was framed for the crime. In","Exaggeration,Minimisation"
"pat frame-up [SEP] Context: e official story, one that has all the characteristics of a pat frame-up: That Oswald acted alone or possibly acted in concert with",Loaded_Language
"They had to make certain that Oswald was not on to them and had not discovered that he was being set up for a frame-up [SEP] Context: ation, something else that the CIA kept secret for decades. They had to make certain that Oswald was not on to them and had not discovered that he was being set up for a frame-up. The first organization that came out with a press release",Causal_Oversimplification
"it knows that those records will further implicate the CIA in the Kennedy assassination [SEP] Context: he CIA is between a rock and a hard place. On the one hand, it knows that those records will further implicate the CIA in the Kennedy assassination. On the other hand, it knows that by seeking continued secr",Causal_Oversimplification
"by seeking continued secrecy, it’s essentially an implicit acknowledgment of guilt [SEP] Context: the Kennedy assassination. On the other hand, it knows that by seeking continued secrecy, it’s essentially an implicit acknowledgment of guilt. Not surprisingly, it is choosing the latter course, especi",Causal_Oversimplification
"because it knows that its assets and allies in the mainstream press will continue to come to its defense [SEP] Context: surprisingly, it is choosing the latter course, especially because it knows that its assets and allies in the mainstream press will continue to come to its defense with respect to its ridiculous claim of “national security.",Causal_Oversimplification
"the CIA steadfastly kept secret from the American people [SEP] Context: n 1960-1963, Congo in 1961, and Chile in 1973, all of which the CIA steadfastly kept secret from the American people. In 1953, the CIA was in the process of developing a top-se",Flag-Waving
Every American owes it to himself to read that manual [SEP] Context: of covering up its role in state-sponsored assassinations. Every American owes it to himself to read that manual. Too bad the mainstream press has never given that manual t,Flag-Waving
to keep some of the CIA’s decades-old JFK’s related assassination records secret from the American people [SEP] Context: ke to continue the JFK assassination cover-up by continuing to keep some of the CIA’s decades-old JFK’s related assassination records secret from the American people. Reprinted with permission from The Future of Freedom Found,Flag-Waving
"lone nut former U.S. Marine communist [SEP] Context: ation. In their minds, the assassination was committed by a lone nut former U.S. Marine communist, one who had no motive to kill the president. Such being th","Name_Calling,Labeling"
"That would enable the CIA to blame the assassination on a communist [SEP] Context: f Oswald, its intelligence agent, as a purported communist. That would enable the CIA to blame the assassination on a communist, which, not coincidentally, was the advice that the Pentago","Bandwagon,Reductio_ad_hitlerum"
"crisis of epic proportions [SEP] Context: erritory is still facing a public health crisis. And it’s a crisis of epic proportions. On Friday, former Puerto Rican Governor Alejandro García P","Exaggeration,Minimisation"
"the blurry picture feels like it’s worth a good deal more than 1,000 words. It illuminates just a small sliver of the public health crisis [SEP] Context: 00 retweets and many speculate that that’s probably because the blurry picture feels like it’s worth a good deal more than 1,000 words. It illuminates just a small sliver of the public health crisis Puerto Rico is currently facing. This is what POTUS calls a",Loaded_Language
the post-apocalyptic ravaged territory [SEP] Context: ing on the federal government to continue to provide aid to the post-apocalyptic ravaged territory. “Even before Hurricanes Irma and Maria hit the U.S. territ,"Exaggeration,Minimisation"
"The islands are grappling with [SEP] Context: care system was suffering from the ongoing economic crisis. The islands are grappling with physician shortages, Medicaid programs facing an impending",Loaded_Language
"the power grid’s utter annihilation [SEP] Context: ions being slow to reopen, and roads getting badly damaged, the power grid’s utter annihilation in the category 4 winds is not just a temporary inconvenien","Exaggeration,Minimisation"
Crisis Of Epic Proportions [SEP] Context: Puerto Rico’s Power Grid Failure Is Causing A Public Health Crisis Of Epic Proportions  One month after the devastating Hurricane Maria wreaked ha,Loaded_Language
"devastating [SEP] Context: blic Health Crisis Of Epic Proportions  One month after the devastating Hurricane Maria wreaked havoc on the island of Puerto Rico,",Loaded_Language
devastated [SEP] Context: ve gone unanswered besides the few willing to travel to the devastated island privately. Senator Martin Heinrich (D-NM) along with,Loaded_Language
"The islands are grappling with physician shortages, Medicaid programs facing an impending funding cliff, and widespread disparities in Federal health programs—and that was before hurricane season [SEP] Context: care system was suffering from the ongoing economic crisis. The islands are grappling with physician shortages, Medicaid programs facing an impending funding cliff, and widespread disparities in Federal health programs—and that was before hurricane season,” the lawmakers stated in a letter. “We are grateful for th",Appeal_to_fear-prejudice
"but more can and should be done to help Americans impacted by these disasters [SEP] Context: ncy declaration in Puerto Rico and the U.S. Virgin Islands, but more can and should be done to help Americans impacted by these disasters.” The senators stressed that much of the islands’ power and",Flag-Waving
"utter annihilation [SEP] Context: o reopen, and roads getting badly damaged, the power grid’s utter annihilation in the category 4 winds is not just a temporary inconvenien",Loaded_Language
"looming crisis [SEP] Context: that as of last Tuesday, only 33 of 250 beds were full. The looming crisis seems to be getting worse, not better, and Puerto Rico is e",Loaded_Language
"hatemonger [SEP] Context: Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully so. However, one individual who represents","Name_Calling,Labeling"
"Satan [SEP] Context: ates to his audience: “Really, they’re not Jews. No, that’s Satan. You should learn to call them by their real name, ‘Satan.’",Repetition
"Satan [SEP] Context: y their real name, ‘Satan.’ You’re coming face to face with Satan, the Arch Deceiver, the enemy of God, and the enemy of the",Repetition
grotesque [SEP] Context: Facebook posting (on Zakkout’s personal Facebook page) of a grotesque cartoon containing a worried-looking religious Jew hiding b,Loaded_Language
"white supremacist icon [SEP] Context: lim Leader Sofian Zakkout’s David Duke Day  David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denou","Name_Calling,Labeling"
"“Jewish Zionist Agent.” [SEP] Context: uke.com, one referring to CNN news anchor Wolf Blitzer as a “Jewish Zionist Agent.” The fourth video was a news report featuring a clip of Duke","Name_Calling,Labeling"
"venomous [SEP] Context: video on the AMANA website. The ADL described the video as “venomous.” Currently, AMANA’s official website contains one more Duk",Loaded_Language
"Satan [SEP] Context: s Satan. You should learn to call them by their real name, ‘Satan.’ You’re coming face to face with Satan, the Arch Deceiver,",Repetition
"“Death to Israel” [SEP] Context: linked to is Mouqawamah Music, a site that openly calls for “Death to Israel” and labels the Jewish religion “wicked and filth-ridden.” I",Slogans
"wicked and filth-ridden [SEP] Context: calls for “Death to Israel” and labels the Jewish religion “wicked and filth-ridden.” In February 2016, Zakkout circulated on social media a re","Name_Calling,Labeling"
"grandson of a monkey and a pig [SEP] Context: re of Eizenkot, Zakkout wrote in Arabic, “You’re a Jew, the grandson of a monkey and a pig.” He signed it “Sofian.” This is one of many times Zakkout","Name_Calling,Labeling"
"“monkeys and pigs.” [SEP] Context: ” This is one of many times Zakkout has referred to Jews as “monkeys and pigs.” In July 2014, Zakkout organized a pro-Hamas rally held outs","Name_Calling,Labeling"
"Ku Klux Klan [SEP] Context: , the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully",Appeal_to_fear-prejudice
"enamored [SEP] Context: s the Muslim community of South Florida, Sofian Zakkout, is enamored with Duke and has been promoting Duke’s bigoted work for ma",Loaded_Language
"white nationalist plowed his car into a group of people who were protesting the rally, killing one [SEP] Context: ttesville, Virginia this past August. At this same rally, a white nationalist plowed his car into a group of people who were protesting the rally, killing one. This was not the first time Zakkout has promoted David Duk",Appeal_to_fear-prejudice
"Racist Jewish Supremacists [SEP] Context: uke report, titled in part ‘Dr. David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above","Name_Calling,Labeling"
"Destruction [SEP] Context: ses the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above the posting, Zakkout wrote of D",Loaded_Language
"wild [SEP] Context: osted to Facebook a Duke video, within which Duke makes the wild claim that there has been a “complete takeover of American",Loaded_Language
"Satan [SEP] Context: Day. On the video, Farrakhan repeatedly refers to Jews as “Satan.” He states to his audience: “Really, they’re not Jews. No,",Repetition
"absurd [SEP] Context: m.” In April 2016, Zakkout promoted a report discussing the absurd notion of Jewish involvement in the September 11th attacks",Loaded_Language
"the greatest leader in modern Western history [SEP] Context: ti-gay independent media outlet, which describes Hitler as “the greatest leader in modern Western history.” In December 2015, Zakkout posted a photo of Israel Defens","Name_Calling,Labeling"
hatemongering [SEP] Context: serve the community and only attempts to divide it with his hatemongering. It is time for Zakkout to be exposed and stripped of his p,Loaded_Language
"toxic hate [SEP] Context: rrakhan can be condemned and repudiated for spreading their toxic hate, their fan and propagator Zakkout can and must be as well.",Loaded_Language
"Grand Wizard of the Ku Klux Klan [SEP] Context: Duke Day  David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully","Name_Calling,Labeling"
"Dr. David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ [SEP] Context: on his Facebook page a bizarre Duke report, titled in part ‘Dr. David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above the posting, Zakkout wrote of Duke, “I respect him fo",Appeal_to_fear-prejudice
"Jewish extremists [SEP] Context: keover of American foreign policy and… American politics by Jewish extremists.” Above the video on Facebook, Zakkout praised Duke, exclai","Name_Calling,Labeling"
"a man to believe in! [SEP] Context: on Facebook, Zakkout praised Duke, exclaiming “David Duke, a man to believe in!” In July 2010, the Anti-Defamation League (ADL) condemned Z",Slogans
"Arch Deceiver [SEP] Context: l name, ‘Satan.’ You’re coming face to face with Satan, the Arch Deceiver, the enemy of God, and the enemy of the righteous.” In June","Name_Calling,Labeling"
"the crisis in Madagascar had yet to peak [SEP] Context: immunology at the University of Texas, told The Sun Online the crisis in Madagascar had yet to peak. He also sounded the alarm to neighboring countries. Since",Appeal_to_Authority
"the epidemic could still worsen [SEP] Context: exposed, some people will die within 24 hours. Experts say the epidemic could still worsen as the death tolls hit 124 and more than 1,300 are left inf",Appeal_to_Authority
"If the treatment is not given in a very short period of time these people will end up dying [SEP] Context: monic plague, which is the most deadly form of the disease. If the treatment is not given in a very short period of time these people will end up dying.” Both forms of the plague can be cured with antibiotics, b",Appeal_to_Authority
“black death” [SEP] Context: lack Death” Plague Could Spread Rapidly  The fears that the “black death” would spread from Madagascar have now taken hold. As nation,"Name_Calling,Labeling"
It’s Airborne [SEP] Context: It’s Airborne: Officials Warn That The “Black Death” Plague Could Spread,Appeal_to_fear-prejudice
Could Spread Rapidly [SEP] Context: It’s Airborne: Officials Warn That The “Black Death” Plague Could Spread Rapidly  The fears that the “black death” would spread from Madagas,Appeal_to_fear-prejudice
"sounding warnings that the disease is spreading rapidly [SEP] Context: with the outbreak of the bubonic plague, nine countries are sounding warnings that the disease is spreading rapidly. The deadly plague outbreak that has struck Madagascar’s ma",Appeal_to_fear-prejudice
sounded the alarm [SEP] Context: un Online the crisis in Madagascar had yet to peak. He also sounded the alarm to neighboring countries. Since there are regular flights i,Appeal_to_fear-prejudice
alarming warnings [SEP] Context: nfected. The World Health Organization (WHO) has now issued alarming warnings in nine countries too. “If they are traveling shorter dista,Appeal_to_fear-prejudice
"these people will end up dying [SEP] Context: f the treatment is not given in a very short period of time these people will end up dying.” Both forms of the plague can be cured with antibiotics, b",Appeal_to_fear-prejudice
“Black Death” [SEP] Context: It’s Airborne: Officials Warn That The “Black Death” Plague Could Spread Rapidly  The fears that the “black deat,"Name_Calling,Labeling"
People Are Literally ‘Dancing With Corpses’ [SEP] Context: The Plague Is AIRBORNE And It’s Spreading Because People Are Literally ‘Dancing With Corpses’  The plague that’s airborne and has killed at least 124 peo,Loaded_Language
dancing with corpses.” [SEP] Context: killed at least 124 people in Madagascar is now blamed on “dancing with corpses.” This is the time of year when the dead are wrapped in sheet,Loaded_Language
is said to be [SEP] Context: s while others dance around the bodies. The local tradition is said to be one of the major causes of the spread of this disease. Sinc,Appeal_to_Authority
"Some locals believe the whole plague is some kind of a government conspiracy [SEP] Context: andriamarotia, Madagascar’s health ministry chief of staff. Some locals believe the whole plague is some kind of a government conspiracy, and say they have no intention of forgoing the ritual know",Appeal_to_Authority
"The local tradition is said to be one of the major causes of the spread of this disease [SEP] Context: d through the streets while others dance around the bodies. The local tradition is said to be one of the major causes of the spread of this disease. Since it’s airborne, anyone coming close to the corpse of",Causal_Oversimplification
"Health officials suspect it’s no coincidence that the outbreak coincides with the time of year when families customarily exhume the remains of dead relatives [SEP] Context: d of the black death could themselves, catch the infection. Health officials suspect it’s no coincidence that the outbreak coincides with the time of year when families customarily exhume the remains of dead relatives, wrap them in a sheet, and dance with them through the stre",Causal_Oversimplification
"The plague is a lie [SEP] Context: turning of the bones of my ancestors — plague or no plague. The plague is a lie,” Helene Raveloharisoa told the wire service. Josephine Ral","Exaggeration,Minimisation"
government is just exaggerating the problem [SEP] Context: ne Ralisiarisoa firmly believes the country’s cash-strapped government is just exaggerating the problem to get money ahead of an election next year. And it isn’t t,"Exaggeration,Minimisation"
government is just exaggerating the problem to get money ahead of an election next year [SEP] Context: ne Ralisiarisoa firmly believes the country’s cash-strapped government is just exaggerating the problem to get money ahead of an election next year. And it isn’t that anyone is putting this past a government,Doubt
"it isn’t that anyone is putting this past a government to lie for profits [SEP] Context: he problem to get money ahead of an election next year. And it isn’t that anyone is putting this past a government to lie for profits, but health officials have even warned tourists, a source o",Doubt
"the whole plague is some kind of a government conspiracy [SEP] Context: ascar’s health ministry chief of staff. Some locals believe the whole plague is some kind of a government conspiracy, and say they have no intention of forgoing the ritual know",Doubt
"the bacteria can still be transmitted and contaminate whoever handles the body [SEP] Context: red in a tomb that is subsequently opened for [the ritual], the bacteria can still be transmitted and contaminate whoever handles the body,” said Willy Randriamarotia, Madagascar’s health ministry c",Appeal_to_fear-prejudice
cash-strapped [SEP] Context: rvice. Josephine Ralisiarisoa firmly believes the country’s cash-strapped government is just exaggerating the problem to get money ah,"Name_Calling,Labeling"
know exactly what the reaction would be if a student paper refused to publish any pro-Islamist content [SEP] Context: does now. The double standard here is pretty clear. And we know exactly what the reaction would be if a student paper refused to publish any pro-Islamist content.,Appeal_to_fear-prejudice
Kicked Off [SEP] Context: Jewish and Pro-Israel Students Kicked Off University Board for Opposing BDS  First they came for the,Loaded_Language
First they came for the Jews. And then they came for everyone else [SEP] Context: rael Students Kicked Off University Board for Opposing BDS  First they came for the Jews. And then they came for everyone else. Jewish students have already faced plenty of harassment an,Slogans
kicked off [SEP] Context: tant agenda. A Jewish student at McGill University has been kicked off the student government board for having “conflicts of inter,Loaded_Language
the campus anti-Israel crowd [SEP] Context: porting BDS would be considered a conflict of interest. But the campus anti-Israel crowd has been working rather hard to intimidate and penalize any,"Name_Calling,Labeling"
racist boycott movement [SEP] Context: one involved in pro-Israel organizations. And to keep their racist boycott movement going by maintaining control over student governments. Lew,"Name_Calling,Labeling"
"utterly unacceptable [SEP] Context: posed anti-Jewish discrimination on campus. This episode is utterly unacceptable, and is merely the latest in a long string of antisemitic i","Exaggeration,Minimisation"
punch a Zionist today [SEP] Context: e student politician who in February told his followers to “punch a Zionist today.” It is unclear whether Sadikov has faced any disciplinary,Slogans
"a toxic campus press [SEP] Context: erge from a vacuum. Rather, it has been nurtured in part by a toxic campus press, especially the McGill Daily, a publication which openly re","Name_Calling,Labeling"
the absurd attacks [SEP] Context: nts McGill’s Jewish community from defending itself against the absurd attacks to which it is subjected. If the Daily is committed to syst,Loaded_Language
"I have no doubt from the information circulated about me and campaign run against me prior to this vote that this was about my Jewish identity, and nothing more [SEP] Context: tudent governments. Lew shared the experience on Facebook. “I have no doubt from the information circulated about me and campaign run against me prior to this vote that this was about my Jewish identity, and nothing more,” wrote Lew. “I was blocked from being able to participate",Causal_Oversimplification
blatant agenda [SEP] Context: est incident at the Canadian university comes with a rather blatant agenda. A Jewish student at McGill University has been kicked off,Loaded_Language
"why did a BDS-led campaign name and shame me for my affiliation with a Jewish organization, and call on students to remove me from student government for this reason [SEP] Context: -Semitism in the BDS movement. “If BDS is not anti-Semitic, why did a BDS-led campaign name and shame me for my affiliation with a Jewish organization, and call on students to remove me from student government for this reason?” wrote Lew. “If BDS is not anti-Semitic, why was I barred",Doubt
"If BDS is not anti-Semitic, why was I barred from participating in student government because of my Jewish identity [SEP] Context: ve me from student government for this reason?” wrote Lew. “If BDS is not anti-Semitic, why was I barred from participating in student government because of my Jewish identity?” There are some more details here and a petition. On Monda",Doubt
"Donald “Art of the Deal” Trump [SEP] Context: g me Nostradamus. A blind man could see what was happening. Donald “Art of the Deal” Trump was obviously negotiating all week with the CIA, and he was","Name_Calling,Labeling"
"Art of the Deal” Trump [SEP] Context: nued secrecy of its JFK records long before yesterday. But “Art of the Deal” Trump obviously sat on the request, undoubtedly hoping that he co","Name_Calling,Labeling"
"they demonstrate their lack of understanding about how things work in Washington, D.C [SEP] Context: e its case for continued secrecy. Displaying their naivete, they demonstrate their lack of understanding about how things work in Washington, D.C. As I indicated in my Monday article, when someone in the f",Doubt
"isn’t even questioning that ludicrous notion [SEP] Context: Amazon for Pricing. Not surprisingly, the mainstream media isn’t even questioning that ludicrous notion. For more than 50 years, the CIA has known why it has wante","Exaggeration,Minimisation"
"a grave threat to “national security [SEP] Context: Jacob Hornberger Check Amazon for Pricing. that constituted a grave threat to “national security,” i.e., befriending the Russians (i.e., the Soviets) and Cu","Exaggeration,Minimisation"
"suspension of logic and common sense [SEP] Context: One big problem is the official story, however, requires a suspension of logic and common sense. For anyone who has a mindset of conformity and deference t",Loaded_Language
"America’s sworn Cold War enemy [SEP] Context: liver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials",Flag-Waving
"skate blissfully across the Cold War stage of history with nary any abuse or harassment at all [SEP] Context: ust let Lee Harvey Oswald, a supposed self-avowed communist skate blissfully across the Cold War stage of history with nary any abuse or harassment at all? Don’t make me laugh. Soon after the Warren Commission was","Exaggeration,Minimisation"
"Don’t make me laugh [SEP] Context: stage of history with nary any abuse or harassment at all? Don’t make me laugh. Soon after the Warren Commission was established, Warren c",Doubt
"A blind man could see what was happening [SEP] Context: assassination. Please, don’t start calling me Nostradamus. A blind man could see what was happening. Donald “Art of the Deal” Trump was obviously negotiating a","Exaggeration,Minimisation"
"obviously sat on the request, undoubtedly hoping that he could get what he wanted in return if he just continued holding out and conveying that he was ready to release the records [SEP] Context: records long before yesterday. But “Art of the Deal” Trump obviously sat on the request, undoubtedly hoping that he could get what he wanted in return if he just continued holding out and conveying that he was ready to release the records. Don’t forget: According to Trump’s own tweets, he had alre",Causal_Oversimplification
"with some earthshattering new information [SEP] Context: w, it’s theoretically possible that the CIA presented Trump with some earthshattering new information on the Thursday deadline that showed that the United States","Exaggeration,Minimisation"
the United States would fall into the ocean if Americans were finally permitted to see the CIA’s long-secret [SEP] Context: g new information on the Thursday deadline that showed that the United States would fall into the ocean if Americans were finally permitted to see the CIA’s long-secret JFK records. But how likely is that? Not likely at all! Ins,"Exaggeration,Minimisation"
"it is a virtual certainly that when Art of the Deal Trump sent out those two tweets, he was sending a message to the CIA as part of the negotiations [SEP] Context: ecords. But how likely is that? Not likely at all! Instead, it is a virtual certainly that when Art of the Deal Trump sent out those two tweets, he was sending a message to the CIA as part of the negotiations: Give me what I want or I will release the records. In the",Causal_Oversimplification
"Art of the Deal Trump [SEP] Context: likely at all! Instead, it is a virtual certainly that when Art of the Deal Trump sent out those two tweets, he was sending a message to the",Repetition
"the records undoubtedly contain more incriminating circumstantial evidence that fills in the mosaic of a U.S. national-security regime-change operation on November 22, 1963 [SEP] Context: would. Contrary to what the mainstream press is asserting, the records undoubtedly contain more incriminating circumstantial evidence that fills in the mosaic of a U.S. national-security regime-change operation on November 22, 1963. That’s what the mainstream media, forever wedded to the of",Causal_Oversimplification
"ridiculous and illogical [SEP] Context: m media, forever wedded to the official story no matter how ridiculous and illogical it is, simply cannot bring themselves to confront. Trump kn",Loaded_Language
"it knew would point to the CIA’s guilt in the assassination [SEP] Context: Trump what he wanted and let the records be released, which it knew would point to the CIA’s guilt in the assassination. On the other hand, it could give Trump what he wanted and",Causal_Oversimplification
"the obvious inference that people would draw — that the CIA was continuing to cover up incriminatory evidence [SEP] Context: hand, it could give Trump what he wanted and have to suffer the obvious inference that people would draw — that the CIA was continuing to cover up incriminatory evidence. What did the CIA give Trump in return for Trump’s extendin",Causal_Oversimplification
"ludicrous notion [SEP] Context: prisingly, the mainstream media isn’t even questioning that ludicrous notion. For more than 50 years, the CIA has known why it has wante",Loaded_Language
"is, well, laughable [SEP] Context: resented to him, causing Trump to suddenly change his mind, is, well, laughable. So, why the April deadline? Why not extend the secrecy for",Loaded_Language
"Let’s state the obvious: The CIA records that are still being suppressed have nothing to do with “national security.” They have everything to do with covering up the CIA’s role [SEP] Context: tigations, Trump grants another extension of time in April. Let’s state the obvious: The CIA records that are still being suppressed have nothing to do with “national security.” They have everything to do with covering up the CIA’s role in the U.S. national-security regime-change operation that",Causal_Oversimplification
"a grave threat to “national security,” i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world [SEP] Context: Jacob Hornberger Check Amazon for Pricing. that constituted a grave threat to “national security,” i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world. In other words, unlike Lee Harvey Oswald, who had absolute",Appeal_to_fear-prejudice
"who had absolutely no motive to kill President Kennedy [SEP] Context: communist world. In other words, unlike Lee Harvey Oswald, who had absolutely no motive to kill President Kennedy, the national security establishment did have motive, a pow","Exaggeration,Minimisation"
"who Kennedy admired) [SEP] Context: such as Mohamad Mossadegh, Jacobo Arbenz, Patrice Lumumba (who Kennedy admired), Fidel Castro, and Salvador Allende. For a more detailed an","Whataboutism,Straw_Men,Red_Herring"
"For a more detailed analysis of motive, read FFF’s ebook [SEP] Context: (who Kennedy admired), Fidel Castro, and Salvador Allende. For a more detailed analysis of motive, read FFF’s ebook JFK’s War with the National Security Establishment: Why Ken",Appeal_to_Authority
"the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time [SEP] Context: security establishment did have motive, a powerful motive, the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time, such as Mohamad Mossadegh, Jacobo Arbenz, Patrice Lumumba",Causal_Oversimplification
"a lone nut, former U.S. Marine communist [SEP] Context: Harvey Oswald, the official account was that this was just a lone nut, former U.S. Marine communist who decided, for no apparent reason, to assassinate Kennedy","Name_Calling,Labeling"
"For anyone who has a critical, analytical, independent mindset, the official story is filled with holes [SEP] Context: ry makes sense because nothing is questioned or challenged. For anyone who has a critical, analytical, independent mindset, the official story is filled with holes. For example, how many communist Marines have you ever hear",Doubt
"and former World War II partner and ally) [SEP] Context: the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wif","Whataboutism,Straw_Men,Red_Herring"
"Red wife [SEP] Context: d ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of har","Name_Calling,Labeling"
"or even an iota of harassment [SEP] Context: n home with a Red wife, without even one grand-jury summons or even an iota of harassment. Think about Martin Luther King, John Walker Lindh, Edward","Exaggeration,Minimisation"
"It skewers them [SEP] Context: ishment treats what it suspects are communists or traitors. It skewers them. Why, just look at how they call Julian Assange a traitor a",Loaded_Language
"they call Julian Assange a traitor [SEP] Context: munists or traitors. It skewers them. Why, just look at how they call Julian Assange a traitor and he isn’t even an American. Recall the McCarthy hearings","Name_Calling,Labeling"
"self-avowed communist [SEP] Context: to tell us that they just let Lee Harvey Oswald, a supposed self-avowed communist skate blissfully across the Cold War stage of history with","Name_Calling,Labeling"
"They needed to get rid of Kennedy to protect national security and elevate Johnson, who had the same anti-communist mindset as the Pentagon and the CIA, to the presidency [SEP] Context: t begins to make sense. The mosaic starts to be filled out: They needed to get rid of Kennedy to protect national security and elevate Johnson, who had the same anti-communist mindset as the Pentagon and the CIA, to the presidency. Unlike JFK, who had begun withdrawing troops from Vietnam,",Causal_Oversimplification
"no doubt being told that he was being prepared for an important mission [SEP] Context: e would be ordered to visit the Cuban and Soviet Embassies, no doubt being told that he was being prepared for an important mission, maybe to enter Cuba to assassinate Castro. But no governme",Causal_Oversimplification
"no government operation ever goes perfectly [SEP] Context: ant mission, maybe to enter Cuba to assassinate Castro. But no government operation ever goes perfectly. Things obviously went dreadfully wrong with the Mexico Cit",Thought-terminating_Cliches
